subscription_id,customer_id,plan_id,billing_cycle,start_date,status,end_date,cancel_reason,current_monthly_value,mrr,auto_renew
S003304,C03304,P_PRO_A,Annual,2024-09-03,Active,,,82.0,41,1
S003305,C03305,P_BUS_M,Monthly,2024-02-02,Active,,,99.0,99,0
S003306,C03306,P_BASIC_A,Annual,2024-09-17,Expired,2024-12-31,,16.0,16,0
S003307,C03307,P_BUS_A,Annual,2024-02-06,Churned,2024-12-31,Too Expensive,82.0,82,1
S003308,C03308,P_BASIC_M,Monthly,2024-08-24,Active,,,19.0,19,1
S003309,C03309,P_BASIC_M,Monthly,2023-04-27,Active,,,19.0,19,1
S003310,C03310,P_PRO_M,Monthly,2023-12-23,Churned,2024-12-31,Switched Competitor,49.0,49,1
S003311,C03311,P_BUS_M,Monthly,2023-12-27,Churned,2024-12-31,Switched Competitor,99.0,99,1
S003312,C03312,P_BASIC_M,Monthly,2024-04-13,Active,,,49.0,19,1
S003313,C03313,P_PRO_A,Annual,2024-09-24,Active,,,41.0,41,1
S003314,C03314,P_BUS_M,Monthly,2023-06-26,Churned,2024-08-19,Missing Features,99.0,99,1
S003315,C03315,P_BASIC_A,Annual,2024-11-20,Active,,,41.0,16,0
S003316,C03316,P_BASIC_M,Monthly,2023-11-01,Active,,,19.0,19,0
S003317,C03317,P_BUS_M,Monthly,2024-09-21,Active,,,99.0,99,1
S003318,C03318,P_PRO_A,Annual,2024-08-27,Active,,,41.0,41,1
S003319,C03319,P_BASIC_A,Annual,2023-03-28,Active,,,16.0,16,1
S003320,C03320,P_BUS_A,Annual,2024-11-19,Churned,2024-12-31,Poor Support,82.0,82,0
S003321,C03321,P_BASIC_M,Monthly,2023-05-18,Active,,,19.0,19,1
S003322,C03322,P_BUS_A,Annual,2023-11-17,Churned,2024-12-11,Poor Support,82.0,82,1
S003323,C03323,P_PRO_M,Monthly,2023-05-01,Active,,,49.0,49,1
S003324,C03324,P_BUS_A,Annual,2023-09-02,Expired,2024-12-31,,82.0,82,0
S003325,C03325,P_BASIC_M,Monthly,2023-11-09,Churned,2024-12-31,Payment Failure,19.0,19,0
S003326,C03326,P_BUS_A,Annual,2023-04-30,Churned,2024-04-24,Poor Support,82.0,82,1
S003327,C03327,P_PRO_M,Monthly,2023-07-07,Active,,,49.0,49,1
S003328,C03328,P_PRO_M,Monthly,2024-01-18,Churned,2024-04-17,Technical Issues,49.0,49,1
S003329,C03329,P_BASIC_M,Monthly,2023-05-25,Churned,2024-12-15,Payment Failure,19.0,19,0
S003330,C03330,P_PRO_M,Monthly,2024-06-07,Churned,2024-12-31,Technical Issues,49.0,49,1
S003331,C03331,P_BASIC_M,Monthly,2024-02-02,Expired,2024-12-31,,19.0,19,0
S003332,C03332,P_BASIC_M,Monthly,2024-03-04,Active,,,49.0,19,1
S003333,C03333,P_PRO_M,Monthly,2024-09-02,Active,,,49.0,49,1
S003334,C03334,P_PRO_A,Annual,2023-05-22,Active,,,41.0,41,1
S003335,C03335,P_PRO_M,Monthly,2024-08-11,Churned,2024-12-31,Missing Features,49.0,49,1
S003336,C03336,P_BASIC_M,Monthly,2024-01-28,Active,,,19.0,19,1
S003337,C03337,P_PRO_A,Annual,2024-03-09,Churned,2024-12-31,No Longer Needed,41.0,41,1
S003338,C03338,P_BUS_A,Annual,2023-07-10,Active,,,82.0,82,0
S003339,C03339,P_PRO_A,Annual,2024-05-13,Churned,2024-12-31,Technical Issues,41.0,41,1
S003340,C03340,P_BASIC_M,Monthly,2024-10-12,Active,,,19.0,19,1
S003341,C03341,P_BUS_A,Annual,2024-07-04,Active,,,82.0,82,1
S003342,C03342,P_BASIC_M,Monthly,2024-10-22,Churned,2024-12-31,Missing Features,19.0,19,1
S003343,C03343,P_BASIC_A,Annual,2023-06-27,Active,,,16.0,16,1
S003344,C03344,P_BASIC_M,Monthly,2024-07-22,Active,,,19.0,19,1
S003345,C03345,P_BASIC_M,Monthly,2023-06-20,Active,,,49.0,19,0
S003346,C03346,P_PRO_A,Annual,2024-05-16,Active,,,41.0,41,1
S003347,C03347,P_BASIC_M,Monthly,2023-10-23,Churned,2024-12-31,Too Expensive,19.0,19,1
S003348,C03348,P_BASIC_A,Annual,2023-05-24,Churned,2024-02-18,Missing Features,16.0,16,0
S003349,C03349,P_PRO_A,Annual,2023-07-11,Active,,,41.0,41,1
S003350,C03350,P_BASIC_M,Monthly,2023-11-19,Active,,,19.0,19,1
S003351,C03351,P_BUS_A,Annual,2024-04-06,Active,,,82.0,82,1
S003352,C03352,P_ENT_M,Monthly,2024-09-26,Churned,2024-12-31,Payment Failure,249.0,249,0
S003353,C03353,P_PRO_M,Monthly,2023-02-24,Active,,,249.0,49,1
S003354,C03354,P_BASIC_M,Monthly,2024-01-03,Active,,,19.0,19,1
S003355,C03355,P_BASIC_A,Annual,2023-01-10,Active,,,16.0,16,0
S003356,C03356,P_BUS_A,Annual,2024-05-11,Churned,2024-11-07,Payment Failure,82.0,82,1
S003357,C03357,P_BUS_A,Annual,2023-05-20,Active,,,82.0,82,1
S003358,C03358,P_BASIC_M,Monthly,2023-07-19,Active,,,19.0,19,0
S003359,C03359,P_ENT_A,Annual,2024-01-29,Expired,2024-05-28,,208.0,208,0
S003360,C03360,P_PRO_A,Annual,2024-07-29,Churned,2024-12-31,Budget Cuts,41.0,41,1
S003361,C03361,P_PRO_A,Annual,2024-06-01,Churned,2024-12-31,Payment Failure,41.0,41,1
S003362,C03362,P_PRO_M,Monthly,2024-10-30,Churned,2024-11-29,Too Expensive,49.0,49,1
S003363,C03363,P_BASIC_A,Annual,2024-05-21,Active,,,16.0,16,1
S003364,C03364,P_PRO_A,Annual,2024-02-23,Expired,2024-11-19,,41.0,41,0
S003365,C03365,P_PRO_A,Annual,2024-05-18,Active,,,41.0,41,1
S003366,C03366,P_BASIC_M,Monthly,2024-03-01,Churned,2024-11-26,Too Expensive,19.0,19,0
S003367,C03367,P_PRO_A,Annual,2024-03-30,Churned,2024-12-31,No Longer Needed,41.0,41,1
S003368,C03368,P_BASIC_M,Monthly,2024-05-15,Active,,,19.0,19,1
S003369,C03369,P_BUS_M,Monthly,2023-06-21,Churned,2024-12-31,Payment Failure,99.0,99,1
S003370,C03370,P_PRO_A,Annual,2023-03-26,Churned,2024-07-18,Too Expensive,41.0,41,1
S003371,C03371,P_BASIC_A,Annual,2024-08-01,Active,,,16.0,16,1
S003372,C03372,P_PRO_M,Monthly,2023-02-01,Active,,,49.0,49,0
S003373,C03373,P_PRO_A,Annual,2023-08-14,Churned,2024-12-31,Too Expensive,41.0,41,1
S003374,C03374,P_PRO_M,Monthly,2023-10-27,Expired,2024-09-21,,49.0,49,0
S003375,C03375,P_BASIC_M,Monthly,2023-02-03,Churned,2023-11-30,Payment Failure,19.0,19,1
S003376,C03376,P_PRO_M,Monthly,2023-10-09,Churned,2024-02-06,No Longer Needed,49.0,49,1
S003377,C03377,P_PRO_A,Annual,2023-08-19,Active,,,41.0,41,1
S003378,C03378,P_BUS_A,Annual,2024-07-04,Churned,2024-12-31,No Longer Needed,82.0,82,1
S003379,C03379,P_ENT_M,Monthly,2023-10-23,Active,,,249.0,249,1
S003380,C03380,P_BASIC_M,Monthly,2023-06-22,Expired,2023-07-22,,19.0,19,0
S003381,C03381,P_BASIC_M,Monthly,2024-04-13,Active,,,19.0,19,0
S003382,C03382,P_PRO_A,Annual,2024-08-02,Active,,,41.0,41,1
S003383,C03383,P_BUS_M,Monthly,2024-05-22,Churned,2024-12-31,Payment Failure,99.0,99,1
S003384,C03384,P_PRO_M,Monthly,2024-07-16,Churned,2024-12-31,Budget Cuts,49.0,49,1
S003385,C03385,P_BASIC_A,Annual,2024-06-07,Active,,,16.0,16,1
S003386,C03386,P_PRO_A,Annual,2023-04-26,Active,,,41.0,41,1
S003387,C03387,P_BASIC_M,Monthly,2024-08-09,Churned,2024-12-31,Payment Failure,19.0,19,1
S003388,C03388,P_BASIC_M,Monthly,2023-04-27,Active,,,19.0,19,1
S003389,C03389,P_BASIC_A,Annual,2023-10-02,Expired,2024-05-29,,16.0,16,0
S003390,C03390,P_PRO_M,Monthly,2024-07-10,Active,,,99.0,49,1
S003391,C03391,P_PRO_M,Monthly,2024-01-11,Active,,,49.0,49,1
S003392,C03392,P_PRO_M,Monthly,2024-07-09,Active,,,49.0,49,1
S003393,C03393,P_BASIC_A,Annual,2023-02-12,Active,,,16.0,16,1
S003394,C03394,P_PRO_A,Annual,2024-03-27,Active,,,41.0,41,1
S003395,C03395,P_BASIC_M,Monthly,2024-07-13,Active,,,19.0,19,1
S003396,C03396,P_BASIC_M,Monthly,2023-08-12,Active,,,19.0,19,1
S003397,C03397,P_BASIC_M,Monthly,2024-03-11,Active,,,19.0,19,1
S003398,C03398,P_PRO_A,Annual,2023-04-15,Active,,,41.0,41,0
S003399,C03399,P_BUS_A,Annual,2024-10-31,Active,,,82.0,82,1
S003400,C03400,P_BASIC_A,Annual,2023-09-11,Active,,,16.0,16,1
S003401,C03401,P_ENT_M,Monthly,2023-11-01,Churned,2024-06-28,Missing Features,249.0,249,1
S003402,C03402,P_BASIC_A,Annual,2023-02-03,Active,,,16.0,16,1
S003403,C03403,P_BASIC_A,Annual,2024-04-05,Active,,,16.0,16,1
S003404,C03404,P_PRO_A,Annual,2023-09-27,Churned,2024-10-21,No Longer Needed,41.0,41,1
S003405,C03405,P_PRO_M,Monthly,2023-12-23,Active,,,49.0,49,1
S003406,C03406,P_PRO_M,Monthly,2023-03-31,Churned,2024-08-22,Poor Support,49.0,49,1
S003407,C03407,P_ENT_A,Annual,2024-03-25,Active,,,208.0,208,1
S003408,C03408,P_BASIC_M,Monthly,2023-05-01,Active,,,19.0,19,1
S003409,C03409,P_PRO_A,Annual,2023-08-31,Expired,2023-12-29,,41.0,41,0
S003410,C03410,P_BASIC_A,Annual,2023-08-03,Churned,2024-09-26,Technical Issues,16.0,16,1
S003411,C03411,P_PRO_M,Monthly,2024-08-25,Active,,,49.0,49,1
S003412,C03412,P_PRO_M,Monthly,2023-12-26,Active,,,49.0,49,1
S003413,C03413,P_PRO_A,Annual,2024-09-16,Active,,,41.0,41,1
S003414,C03414,P_BASIC_A,Annual,2024-10-09,Active,,,16.0,16,0
S003415,C03415,P_PRO_M,Monthly,2024-03-14,Churned,2024-12-31,Switched Competitor,49.0,49,0
S003416,C03416,P_BASIC_A,Annual,2023-06-19,Active,,,16.0,16,1
S003417,C03417,P_PRO_M,Monthly,2024-09-22,Active,,,49.0,49,1
S003418,C03418,P_PRO_M,Monthly,2023-05-23,Active,,,49.0,49,1
S003419,C03419,P_PRO_A,Annual,2023-07-31,Active,,,41.0,41,1
S003420,C03420,P_PRO_A,Annual,2023-07-31,Active,,,41.0,41,1
S003421,C03421,P_BASIC_A,Annual,2023-03-02,Active,,,82.0,16,1
S003422,C03422,P_PRO_M,Monthly,2024-08-06,Expired,2024-12-31,,49.0,49,0
S003423,C03423,P_BASIC_A,Annual,2023-12-26,Active,,,16.0,16,1
S003424,C03424,P_PRO_M,Monthly,2024-06-29,Active,,,49.0,49,1
S003425,C03425,P_PRO_A,Annual,2023-10-15,Active,,,41.0,41,1
S003426,C03426,P_PRO_M,Monthly,2024-09-03,Churned,2024-12-31,Missing Features,49.0,49,1
S003427,C03427,P_ENT_A,Annual,2024-07-05,Active,,,208.0,208,0
S003428,C03428,P_ENT_M,Monthly,2023-06-22,Churned,2023-10-20,No Longer Needed,249.0,249,1
S003429,C03429,P_PRO_M,Monthly,2023-11-28,Churned,2024-05-26,Too Expensive,49.0,49,1
S003430,C03430,P_PRO_M,Monthly,2023-10-27,Active,,,249.0,49,1
S003431,C03431,P_PRO_A,Annual,2023-10-24,Active,,,41.0,41,1
S003432,C03432,P_BASIC_A,Annual,2024-08-09,Active,,,41.0,16,1
S003433,C03433,P_ENT_M,Monthly,2023-10-01,Active,,,249.0,249,1
S003434,C03434,P_BASIC_M,Monthly,2024-06-10,Churned,2024-08-09,Too Expensive,19.0,19,0
S003435,C03435,P_PRO_A,Annual,2024-11-26,Active,,,41.0,41,1
S003436,C03436,P_BASIC_M,Monthly,2023-04-08,Expired,2024-09-29,,19.0,19,0
S003437,C03437,P_PRO_M,Monthly,2023-05-19,Expired,2023-06-18,,49.0,49,0
S003438,C03438,P_BASIC_A,Annual,2024-02-26,Active,,,16.0,16,1
S003439,C03439,P_PRO_M,Monthly,2023-03-02,Active,,,49.0,49,1
S003440,C03440,P_BASIC_A,Annual,2023-10-11,Active,,,16.0,16,1
S003441,C03441,P_PRO_M,Monthly,2024-11-02,Active,,,49.0,49,0
S003442,C03442,P_PRO_M,Monthly,2023-05-10,Churned,2024-02-04,Poor Support,49.0,49,1
S003443,C03443,P_PRO_M,Monthly,2023-05-16,Churned,2023-12-12,Missing Features,49.0,49,1
S003444,C03444,P_BASIC_A,Annual,2023-09-13,Expired,2024-04-10,,16.0,16,0
S003445,C03445,P_BUS_A,Annual,2023-05-30,Active,,,82.0,82,1
S003446,C03446,P_PRO_A,Annual,2023-11-26,Churned,2024-05-24,Missing Features,41.0,41,1
S003447,C03447,P_PRO_A,Annual,2023-09-11,Active,,,41.0,41,0
S003448,C03448,P_BASIC_M,Monthly,2024-11-23,Churned,2024-12-31,Missing Features,19.0,19,1
S003449,C03449,P_BASIC_M,Monthly,2024-02-07,Churned,2024-12-03,Missing Features,19.0,19,1
S003450,C03450,P_BASIC_M,Monthly,2024-05-16,Churned,2024-06-15,No Longer Needed,19.0,19,1
S003451,C03451,P_BASIC_A,Annual,2023-05-26,Churned,2024-02-20,Too Expensive,16.0,16,0
S003452,C03452,P_PRO_A,Annual,2024-08-14,Active,,,41.0,41,1
S003453,C03453,P_PRO_M,Monthly,2024-10-09,Churned,2024-12-31,Switched Competitor,49.0,49,1
S003454,C03454,P_PRO_M,Monthly,2023-10-03,Expired,2024-01-31,,49.0,49,0
S003455,C03455,P_PRO_A,Annual,2024-10-04,Expired,2024-12-31,,41.0,41,0
S003456,C03456,P_PRO_M,Monthly,2024-02-29,Churned,2024-03-30,Switched Competitor,49.0,49,1
S003457,C03457,P_BUS_A,Annual,2024-01-20,Churned,2024-12-31,Payment Failure,82.0,82,1
S003458,C03458,P_PRO_A,Annual,2024-04-07,Active,,,41.0,41,1
S003459,C03459,P_PRO_M,Monthly,2023-03-19,Active,,,49.0,49,1
S003460,C03460,P_PRO_M,Monthly,2024-10-10,Churned,2024-12-31,Payment Failure,49.0,49,1
S003461,C03461,P_BASIC_A,Annual,2023-04-06,Churned,2023-05-06,Missing Features,16.0,16,1
S003462,C03462,P_BASIC_M,Monthly,2024-02-17,Active,,,19.0,19,1
S003463,C03463,P_PRO_A,Annual,2024-06-11,Churned,2024-12-31,No Longer Needed,41.0,41,1
S003464,C03464,P_BASIC_M,Monthly,2023-10-12,Active,,,19.0,19,1
S003465,C03465,P_BASIC_A,Annual,2024-01-13,Active,,,16.0,16,1
S003466,C03466,P_BUS_A,Annual,2024-04-10,Active,,,82.0,82,1
S003467,C03467,P_PRO_A,Annual,2024-05-14,Active,,,41.0,41,1
S003468,C03468,P_BASIC_M,Monthly,2023-12-02,Churned,2024-12-31,Payment Failure,19.0,19,1
S003469,C03469,P_BASIC_M,Monthly,2024-08-18,Active,,,19.0,19,1
S003470,C03470,P_PRO_A,Annual,2023-01-03,Active,,,41.0,41,1
S003471,C03471,P_PRO_M,Monthly,2023-04-06,Active,,,49.0,49,1
S003472,C03472,P_ENT_M,Monthly,2024-04-14,Expired,2024-12-31,,249.0,249,0
S003473,C03473,P_BASIC_M,Monthly,2024-10-12,Churned,2024-12-31,Budget Cuts,19.0,19,1
S003474,C03474,P_BUS_M,Monthly,2024-11-11,Churned,2024-12-31,Too Expensive,99.0,99,0
S003475,C03475,P_BASIC_M,Monthly,2024-01-02,Active,,,19.0,19,1
S003476,C03476,P_PRO_M,Monthly,2023-03-06,Active,,,49.0,49,1
S003477,C03477,P_BUS_M,Monthly,2024-07-01,Churned,2024-12-31,Switched Competitor,99.0,99,1
S003478,C03478,P_PRO_A,Annual,2024-02-12,Active,,,41.0,41,1
S003479,C03479,P_PRO_M,Monthly,2023-08-12,Active,,,49.0,49,1
S003480,C03480,P_BASIC_M,Monthly,2024-03-15,Active,,,19.0,19,1
S003481,C03481,P_BASIC_A,Annual,2023-08-05,Active,,,16.0,16,0
S003482,C03482,P_BASIC_A,Annual,2024-05-21,Active,,,16.0,16,1
S003483,C03483,P_BUS_M,Monthly,2023-10-02,Expired,2024-08-27,,99.0,99,0
S003484,C03484,P_PRO_A,Annual,2023-11-27,Active,,,41.0,41,0
S003485,C03485,P_PRO_M,Monthly,2023-10-18,Active,,,49.0,49,0
S003486,C03486,P_BASIC_M,Monthly,2023-12-12,Churned,2024-12-31,Missing Features,19.0,19,1
S003487,C03487,P_BUS_M,Monthly,2024-07-14,Churned,2024-12-31,Technical Issues,99.0,99,1
S003488,C03488,P_BUS_M,Monthly,2024-08-14,Churned,2024-12-31,Payment Failure,99.0,99,1
S003489,C03489,P_BASIC_M,Monthly,2023-05-14,Expired,2024-12-31,,19.0,19,0
S003490,C03490,P_ENT_A,Annual,2024-08-02,Active,,,208.0,208,1
S003491,C03491,P_PRO_A,Annual,2024-05-11,Churned,2024-11-07,Too Expensive,41.0,41,1
S003492,C03492,P_BUS_A,Annual,2023-12-18,Active,,,82.0,82,1
S003493,C03493,P_PRO_M,Monthly,2024-11-29,Active,,,99.0,49,1
S003494,C03494,P_BASIC_M,Monthly,2023-02-19,Active,,,49.0,19,1
S003495,C03495,P_PRO_A,Annual,2023-02-17,Expired,2024-02-12,,41.0,41,0
S003496,C03496,P_BASIC_M,Monthly,2023-04-12,Active,,,19.0,19,1
S003497,C03497,P_BASIC_M,Monthly,2024-10-03,Churned,2024-12-31,Too Expensive,19.0,19,1
S003498,C03498,P_PRO_A,Annual,2024-04-15,Churned,2024-12-31,No Longer Needed,41.0,41,1
S003499,C03499,P_PRO_M,Monthly,2023-01-17,Active,,,49.0,49,1
S003500,C03500,P_PRO_M,Monthly,2023-05-08,Churned,2024-12-31,Too Expensive,49.0,49,0
S003501,C03501,P_PRO_M,Monthly,2023-06-11,Churned,2024-06-05,Poor Support,49.0,49,1
S003502,C03502,P_PRO_M,Monthly,2024-03-27,Active,,,49.0,49,0
S003503,C03503,P_PRO_M,Monthly,2024-04-12,Active,,,249.0,49,1
S003504,C03504,P_BUS_A,Annual,2023-01-01,Active,,,82.0,82,1
S003505,C03505,P_PRO_M,Monthly,2024-03-14,Active,,,49.0,49,1
S003506,C03506,P_BASIC_A,Annual,2023-07-27,Active,,,16.0,16,0
S003507,C03507,P_PRO_M,Monthly,2023-05-16,Active,,,49.0,49,1
S003508,C03508,P_BASIC_A,Annual,2024-10-27,Active,,,16.0,16,0
S003509,C03509,P_BASIC_M,Monthly,2023-11-06,Churned,2024-06-03,Technical Issues,19.0,19,1
S003510,C03510,P_PRO_M,Monthly,2023-06-12,Churned,2023-07-12,Budget Cuts,49.0,49,1
S003511,C03511,P_BASIC_M,Monthly,2023-10-08,Active,,,19.0,19,1
S003512,C03512,P_BUS_A,Annual,2023-04-06,Active,,,82.0,82,0
S003513,C03513,P_BUS_M,Monthly,2024-11-01,Active,,,99.0,99,1
S003514,C03514,P_PRO_A,Annual,2024-01-05,Churned,2024-12-31,Too Expensive,41.0,41,1
S003515,C03515,P_PRO_A,Annual,2023-09-14,Expired,2024-06-10,,41.0,41,0
S003516,C03516,P_BASIC_A,Annual,2023-03-26,Churned,2023-12-21,Missing Features,16.0,16,1
S003517,C03517,P_PRO_A,Annual,2024-01-16,Expired,2024-12-31,,41.0,41,0
S003518,C03518,P_PRO_A,Annual,2024-11-11,Active,,,41.0,41,0
S003519,C03519,P_PRO_M,Monthly,2024-10-26,Expired,2024-12-31,,49.0,49,0
S003520,C03520,P_BASIC_A,Annual,2023-06-19,Active,,,82.0,16,1
S003521,C03521,P_BASIC_A,Annual,2023-02-23,Active,,,16.0,16,1
S003522,C03522,P_PRO_A,Annual,2024-02-10,Churned,2024-12-06,Payment Failure,41.0,41,1
S003523,C03523,P_PRO_M,Monthly,2024-10-02,Churned,2024-12-31,Switched Competitor,49.0,49,1
S003524,C03524,P_BASIC_M,Monthly,2023-11-09,Active,,,19.0,19,1
S003525,C03525,P_BUS_M,Monthly,2023-08-28,Expired,2023-10-27,,99.0,99,0
S003526,C03526,P_PRO_A,Annual,2024-03-15,Churned,2024-09-11,Switched Competitor,41.0,41,1
S003527,C03527,P_PRO_A,Annual,2024-11-02,Churned,2024-12-31,Missing Features,41.0,41,0
S003528,C03528,P_BASIC_M,Monthly,2023-04-04,Active,,,49.0,19,1
S003529,C03529,P_PRO_A,Annual,2023-04-08,Active,,,41.0,41,1
S003530,C03530,P_BUS_M,Monthly,2023-01-02,Churned,2024-07-25,Budget Cuts,99.0,99,1
S003531,C03531,P_BASIC_M,Monthly,2023-08-07,Active,,,19.0,19,1
S003532,C03532,P_PRO_M,Monthly,2024-05-03,Churned,2024-12-31,Payment Failure,49.0,49,0
S003533,C03533,P_PRO_M,Monthly,2023-03-21,Churned,2024-12-31,Poor Support,49.0,49,0
S003534,C03534,P_BASIC_M,Monthly,2023-05-16,Active,,,19.0,19,1
S003535,C03535,P_ENT_M,Monthly,2024-08-30,Churned,2024-12-31,Poor Support,249.0,249,0
S003536,C03536,P_BUS_M,Monthly,2023-08-20,Active,,,99.0,99,1
S003537,C03537,P_PRO_M,Monthly,2024-06-15,Active,,,49.0,49,1
S003538,C03538,P_PRO_M,Monthly,2024-11-27,Expired,2024-12-31,,49.0,49,0
S003539,C03539,P_PRO_A,Annual,2024-03-31,Active,,,41.0,41,0
S003540,C03540,P_ENT_M,Monthly,2023-01-10,Active,,,249.0,249,1
S003541,C03541,P_PRO_M,Monthly,2023-01-09,Active,,,49.0,49,1
S003542,C03542,P_PRO_M,Monthly,2023-12-18,Active,,,49.0,49,0
S003543,C03543,P_PRO_A,Annual,2023-05-04,Churned,2023-08-02,Missing Features,41.0,41,0
S003544,C03544,P_BASIC_A,Annual,2024-03-08,Active,,,16.0,16,0
S003545,C03545,P_BASIC_A,Annual,2023-05-16,Churned,2023-09-13,Switched Competitor,16.0,16,1
S003546,C03546,P_BUS_A,Annual,2024-05-04,Active,,,82.0,82,0
S003547,C03547,P_PRO_A,Annual,2023-03-14,Active,,,41.0,41,1
S003548,C03548,P_ENT_M,Monthly,2023-08-23,Churned,2024-12-31,Payment Failure,249.0,249,1
S003549,C03549,P_BASIC_M,Monthly,2024-01-28,Churned,2024-12-31,Budget Cuts,19.0,19,1
S003550,C03550,P_BASIC_M,Monthly,2023-04-02,Active,,,49.0,19,1
S003551,C03551,P_PRO_M,Monthly,2023-04-15,Active,,,49.0,49,0
S003552,C03552,P_BASIC_A,Annual,2023-04-16,Active,,,41.0,16,0
S003553,C03553,P_BUS_M,Monthly,2023-11-17,Active,,,99.0,99,1
S003554,C03554,P_BASIC_A,Annual,2024-01-12,Churned,2024-12-31,Missing Features,16.0,16,1
S003555,C03555,P_PRO_M,Monthly,2023-11-03,Churned,2024-09-28,Too Expensive,49.0,49,1
S003556,C03556,P_BASIC_A,Annual,2023-05-21,Active,,,16.0,16,1
S003557,C03557,P_BASIC_M,Monthly,2024-01-27,Active,,,19.0,19,0
S003558,C03558,P_BASIC_M,Monthly,2023-05-17,Churned,2023-07-16,No Longer Needed,19.0,19,0
S003559,C03559,P_PRO_M,Monthly,2024-10-18,Active,,,49.0,49,0
S003560,C03560,P_PRO_M,Monthly,2024-11-24,Active,,,99.0,49,1
S003561,C03561,P_BASIC_M,Monthly,2023-05-27,Active,,,19.0,19,1
S003562,C03562,P_ENT_A,Annual,2023-03-12,Churned,2024-04-05,Payment Failure,208.0,208,0
S003563,C03563,P_BASIC_A,Annual,2024-06-27,Active,,,41.0,16,1
S003564,C03564,P_BASIC_A,Annual,2024-07-30,Active,,,16.0,16,0
S003565,C03565,P_BASIC_M,Monthly,2023-01-09,Active,,,19.0,19,1
S003566,C03566,P_PRO_A,Annual,2024-09-16,Active,,,41.0,41,1
S003567,C03567,P_BASIC_M,Monthly,2024-10-27,Expired,2024-12-31,,19.0,19,0
S003568,C03568,P_BASIC_A,Annual,2023-06-18,Expired,2024-10-10,,16.0,16,0
S003569,C03569,P_BASIC_M,Monthly,2024-03-26,Active,,,49.0,19,1
S003570,C03570,P_BUS_M,Monthly,2023-12-26,Churned,2024-12-31,Payment Failure,99.0,99,1
S003571,C03571,P_BUS_A,Annual,2023-08-07,Churned,2024-01-04,Switched Competitor,82.0,82,0
S003572,C03572,P_BASIC_A,Annual,2024-10-05,Churned,2024-11-04,Missing Features,16.0,16,1
S003573,C03573,P_BASIC_M,Monthly,2023-06-05,Expired,2024-03-31,,19.0,19,0
S003574,C03574,P_BASIC_A,Annual,2024-02-26,Active,,,16.0,16,1
S003575,C03575,P_PRO_M,Monthly,2024-09-22,Active,,,99.0,49,1
S003576,C03576,P_PRO_M,Monthly,2024-03-29,Active,,,49.0,49,1
S003577,C03577,P_ENT_A,Annual,2023-08-11,Active,,,208.0,208,1
S003578,C03578,P_BASIC_A,Annual,2023-03-30,Churned,2023-09-26,Switched Competitor,16.0,16,1
S003579,C03579,P_BASIC_M,Monthly,2023-04-13,Active,,,19.0,19,1
S003580,C03580,P_PRO_A,Annual,2023-05-24,Expired,2023-10-21,,41.0,41,0
S003581,C03581,P_PRO_M,Monthly,2023-05-07,Churned,2023-12-03,Payment Failure,49.0,49,1
S003582,C03582,P_BASIC_M,Monthly,2024-08-26,Active,,,19.0,19,0
S003583,C03583,P_PRO_A,Annual,2024-01-29,Expired,2024-04-28,,41.0,41,0
S003584,C03584,P_PRO_A,Annual,2023-12-26,Active,,,41.0,41,1
S003585,C03585,P_ENT_A,Annual,2024-03-15,Active,,,208.0,208,0
S003586,C03586,P_BUS_A,Annual,2023-11-19,Active,,,82.0,82,1
S003587,C03587,P_BASIC_A,Annual,2023-05-24,Active,,,16.0,16,1
S003588,C03588,P_BASIC_M,Monthly,2023-09-11,Active,,,19.0,19,1
S003589,C03589,P_BASIC_M,Monthly,2023-10-11,Churned,2023-11-10,Payment Failure,19.0,19,1
S003590,C03590,P_BUS_M,Monthly,2024-10-22,Churned,2024-12-31,Budget Cuts,99.0,99,1
S003591,C03591,P_BUS_M,Monthly,2023-03-28,Churned,2024-04-21,Switched Competitor,99.0,99,1
S003592,C03592,P_BASIC_A,Annual,2023-09-12,Active,,,16.0,16,0
S003593,C03593,P_BUS_M,Monthly,2024-07-20,Active,,,99.0,99,1
S003594,C03594,P_BASIC_A,Annual,2024-09-07,Expired,2024-12-31,,16.0,16,0
S003595,C03595,P_BASIC_A,Annual,2024-09-06,Active,,,16.0,16,1
S003596,C03596,P_BUS_A,Annual,2024-09-14,Active,,,82.0,82,1
S003597,C03597,P_BASIC_M,Monthly,2023-10-19,Active,,,19.0,19,1
S003598,C03598,P_BASIC_A,Annual,2023-01-28,Active,,,41.0,16,1
S003599,C03599,P_PRO_M,Monthly,2024-11-05,Active,,,49.0,49,0
S003600,C03600,P_BASIC_A,Annual,2023-11-05,Active,,,16.0,16,1
S003601,C03601,P_BASIC_M,Monthly,2023-07-30,Active,,,19.0,19,1
S003602,C03602,P_BASIC_M,Monthly,2024-06-14,Churned,2024-12-31,Poor Support,19.0,19,1
S003603,C03603,P_BASIC_M,Monthly,2024-09-13,Active,,,19.0,19,1
S003604,C03604,P_PRO_A,Annual,2024-06-05,Active,,,41.0,41,1
S003605,C03605,P_BASIC_M,Monthly,2023-07-13,Active,,,19.0,19,1
S003606,C03606,P_BUS_M,Monthly,2024-02-06,Active,,,99.0,99,1
S003607,C03607,P_BASIC_M,Monthly,2023-10-30,Active,,,19.0,19,1
