customer_id,signup_date,region,segment,acquisition_channel,country_age_days
C03082,2023-10-26,Asia Pacific,Mid-Market,Direct,432
C03083,2024-02-28,Europe,Mid-Market,Organic Search,307
C03084,2024-02-02,North America,SMB,Referral,333
C03085,2023-03-28,North America,SMB,Partner,644
C03086,2024-07-26,North America,SMB,Organic Search,158
C03087,2023-09-06,Asia Pacific,SMB,Paid Ads,482
C03088,2024-08-08,Europe,Mid-Market,Referral,145
C03089,2024-06-17,Asia Pacific,SMB,Organic Search,197
C03090,2023-06-23,North America,SMB,Organic Search,557
C03091,2024-01-25,North America,Mid-Market,Referral,341
C03092,2023-06-23,North America,Mid-Market,Paid Ads,557
C03093,2023-05-23,North America,Mid-Market,Organic Search,588
C03094,2023-10-03,North America,SMB,Social,455
C03095,2023-11-05,Asia Pacific,SMB,Direct,422
C03096,2023-10-02,Asia Pacific,Mid-Market,Direct,456
C03097,2024-05-19,Europe,SMB,Paid Ads,226
C03098,2023-05-30,Europe,Mid-Market,Referral,581
C03099,2023-03-06,Middle East & Africa,Startup,Direct,666
C03100,2023-06-21,Asia Pacific,Startup,Organic Search,559
C03101,2024-03-21,North America,Mid-Market,Direct,285
C03102,2023-10-10,Europe,Mid-Market,Organic Search,448
C03103,2024-03-07,North America,Mid-Market,Organic Search,299
C03104,2023-11-03,North America,SMB,Paid Ads,424
C03105,2024-05-10,Asia Pacific,SMB,Referral,235
C03106,2023-03-20,North America,Enterprise,Paid Ads,652
C03107,2024-01-05,Europe,Mid-Market,Organic Search,361
C03108,2023-09-15,Latin America,Mid-Market,Paid Ads,473
C03109,2023-09-10,North America,Startup,Partner,478
C03110,2024-10-02,North America,SMB,Direct,90
C03111,2024-05-22,Asia Pacific,Enterprise,Paid Ads,223
C03112,2024-08-31,Asia Pacific,SMB,Organic Search,122
C03113,2024-09-23,Europe,Startup,Paid Ads,99
C03114,2023-07-20,Europe,Mid-Market,Referral,530
C03115,2024-04-13,Latin America,Enterprise,Organic Search,262
C03116,2023-04-20,Middle East & Africa,Enterprise,Direct,621
C03117,2023-05-19,Asia Pacific,Startup,Organic Search,592
C03118,2023-11-08,North America,Startup,Organic Search,419
C03119,2023-01-07,North America,Enterprise,Direct,724
C03120,2024-02-10,North America,Startup,Referral,325
C03121,2023-12-07,Europe,Enterprise,Paid Ads,390
C03122,2024-09-27,North America,SMB,Paid Ads,95
C03123,2024-01-25,Europe,Enterprise,Partner,341
C03124,2023-12-04,Europe,Enterprise,Organic Search,393
C03125,2024-03-26,North America,Startup,Organic Search,280
C03126,2023-12-09,North America,Mid-Market,Paid Ads,388
C03127,2024-03-16,Latin America,SMB,Organic Search,290
C03128,2024-10-28,North America,Mid-Market,Paid Ads,64
C03129,2024-08-31,Europe,Startup,Direct,122
C03130,2023-05-20,North America,Mid-Market,Referral,591
C03131,2023-11-04,Middle East & Africa,Startup,Organic Search,423
C03132,2023-11-25,Asia Pacific,SMB,Organic Search,402
C03133,2024-09-09,North America,Mid-Market,Paid Ads,113
C03134,2023-07-25,North America,Mid-Market,Organic Search,525
C03135,2024-05-05,Europe,SMB,Organic Search,240
C03136,2023-11-18,Europe,SMB,Referral,409
C03137,2023-07-01,North America,Mid-Market,Organic Search,549
C03138,2024-02-12,Asia Pacific,Enterprise,Organic Search,323
C03139,2023-11-23,Europe,SMB,Referral,404
C03140,2023-10-26,North America,Mid-Market,Paid Ads,432
C03141,2024-10-10,Latin America,Mid-Market,Referral,82
C03142,2024-05-17,Europe,Startup,Partner,228
C03143,2024-08-12,North America,Enterprise,Paid Ads,141
C03144,2023-09-06,Asia Pacific,Enterprise,Organic Search,482
C03145,2023-11-30,Asia Pacific,SMB,Organic Search,397
C03146,2024-01-21,North America,Mid-Market,Organic Search,345
C03147,2023-10-15,North America,Mid-Market,Organic Search,443
C03148,2024-02-07,North America,SMB,Paid Ads,328
C03149,2024-01-09,Europe,SMB,Social,357
C03150,2023-04-27,Asia Pacific,SMB,Paid Ads,614
C03151,2024-07-31,Europe,Mid-Market,Organic Search,153
C03152,2023-07-24,North America,Startup,Organic Search,526
C03153,2024-08-29,North America,Startup,Referral,124
C03154,2024-07-12,North America,Mid-Market,Organic Search,172
C03155,2023-07-04,Asia Pacific,Mid-Market,Direct,546
C03156,2024-11-29,Middle East & Africa,Startup,Direct,32
C03157,2024-07-17,Europe,SMB,Paid Ads,167
C03158,2023-01-28,Asia Pacific,Startup,Organic Search,703
C03159,2024-04-17,Latin America,Enterprise,Social,258
C03160,2023-08-03,Latin America,SMB,Organic Search,516
C03161,2024-03-24,North America,SMB,Referral,282
C03162,2023-10-26,Asia Pacific,Startup,Referral,432
C03163,2023-03-12,North America,SMB,Organic Search,660
C03164,2024-02-23,North America,Mid-Market,Organic Search,312
C03165,2024-11-20,North America,SMB,Referral,41
C03166,2024-05-26,Europe,Mid-Market,Paid Ads,219
C03167,2023-05-23,Middle East & Africa,SMB,Paid Ads,588
C03168,2024-10-10,Asia Pacific,Mid-Market,Social,82
C03169,2023-11-07,North America,Mid-Market,Organic Search,420
C03170,2023-09-05,Europe,SMB,Organic Search,483
C03171,2023-09-16,Europe,Mid-Market,Organic Search,472
C03172,2024-11-05,Asia Pacific,Mid-Market,Organic Search,56
C03173,2023-06-07,Europe,Mid-Market,Referral,573
C03174,2024-03-09,North America,SMB,Referral,297
C03175,2024-01-22,Middle East & Africa,Mid-Market,Organic Search,344
C03176,2023-03-17,Europe,Startup,Organic Search,655
C03177,2024-04-04,Middle East & Africa,Startup,Organic Search,271
C03178,2024-09-04,Middle East & Africa,SMB,Direct,118
C03179,2024-05-05,Europe,SMB,Referral,240
C03180,2024-08-19,Asia Pacific,SMB,Referral,134
C03181,2024-02-15,North America,SMB,Paid Ads,320
C03182,2024-07-01,Europe,SMB,Organic Search,183
C03183,2024-06-02,North America,SMB,Paid Ads,212
C03184,2024-03-04,Middle East & Africa,SMB,Social,302
C03185,2024-07-10,Asia Pacific,Mid-Market,Referral,174
C03186,2023-02-07,Asia Pacific,SMB,Paid Ads,693
C03187,2024-01-04,Asia Pacific,Mid-Market,Direct,362
C03188,2024-07-03,North America,Mid-Market,Referral,181
C03189,2024-08-31,North America,SMB,Referral,122
C03190,2024-10-15,Latin America,Mid-Market,Direct,77
C03191,2023-03-29,Europe,SMB,Organic Search,643
C03192,2023-04-22,North America,SMB,Paid Ads,619
C03193,2023-09-12,Asia Pacific,Mid-Market,Organic Search,476
C03194,2024-11-04,North America,SMB,Referral,57
C03195,2024-11-11,North America,SMB,Social,50
C03196,2023-12-30,Asia Pacific,SMB,Paid Ads,367
C03197,2023-06-20,North America,Enterprise,Paid Ads,560
C03198,2024-10-24,North America,Mid-Market,Paid Ads,68
C03199,2024-09-19,North America,SMB,Paid Ads,103
C03200,2023-02-15,North America,SMB,Paid Ads,685
C03201,2024-07-30,North America,Enterprise,Organic Search,154
C03202,2024-10-22,North America,Mid-Market,Partner,70
C03203,2024-11-24,Asia Pacific,Mid-Market,Organic Search,37
C03204,2024-10-24,Asia Pacific,Mid-Market,Organic Search,68
C03205,2024-02-14,Latin America,SMB,Social,321
C03206,2023-12-06,Latin America,Mid-Market,Social,391
C03207,2024-03-16,Asia Pacific,SMB,Paid Ads,290
C03208,2023-04-19,North America,SMB,Partner,622
C03209,2023-01-11,North America,SMB,Referral,720
C03210,2023-04-11,Latin America,SMB,Paid Ads,630
C03211,2023-09-22,North America,Mid-Market,Organic Search,466
C03212,2023-08-16,Asia Pacific,SMB,Organic Search,503
C03213,2024-06-06,Middle East & Africa,SMB,Paid Ads,208
C03214,2024-06-15,North America,Mid-Market,Paid Ads,199
C03215,2024-07-25,North America,SMB,Paid Ads,159
C03216,2024-08-17,Asia Pacific,Enterprise,Referral,136
C03217,2024-08-12,Europe,SMB,Organic Search,141
C03218,2023-08-15,North America,SMB,Organic Search,504
C03219,2024-04-01,Europe,Mid-Market,Social,274
C03220,2024-01-19,North America,Mid-Market,Direct,347
C03221,2024-02-05,Europe,SMB,Organic Search,330
C03222,2024-04-19,North America,SMB,Partner,256
C03223,2024-11-26,North America,SMB,Partner,35
C03224,2024-08-25,Asia Pacific,Mid-Market,Referral,128
C03225,2024-05-27,North America,SMB,Paid Ads,218
C03226,2023-06-04,Europe,Startup,Organic Search,576
C03227,2023-12-20,Europe,SMB,Paid Ads,377
C03228,2023-01-26,North America,SMB,Direct,705
C03229,2024-05-09,Europe,Mid-Market,Organic Search,236
C03230,2023-04-18,North America,SMB,Direct,623
C03231,2023-10-30,Middle East & Africa,SMB,Paid Ads,428
C03232,2024-03-01,Latin America,SMB,Referral,305
C03233,2023-03-29,North America,Mid-Market,Referral,643
C03234,2023-04-29,Asia Pacific,Enterprise,Organic Search,612
C03235,2023-05-26,Asia Pacific,Enterprise,Paid Ads,585
C03236,2023-12-23,North America,SMB,Paid Ads,374
C03237,2023-11-16,North America,Mid-Market,Organic Search,411
C03238,2023-12-18,Latin America,SMB,Organic Search,379
C03239,2024-04-11,Europe,Mid-Market,Organic Search,264
C03240,2023-07-31,North America,SMB,Partner,519
C03241,2024-06-17,Asia Pacific,Mid-Market,Partner,197
C03242,2024-05-09,Asia Pacific,SMB,Social,236
C03243,2023-12-23,Asia Pacific,SMB,Organic Search,374
C03244,2024-05-02,North America,SMB,Partner,243
C03245,2023-04-10,Europe,Enterprise,Partner,631
C03246,2024-03-24,Europe,Mid-Market,Organic Search,282
C03247,2024-04-08,North America,Mid-Market,Organic Search,267
C03248,2023-11-23,North America,Startup,Referral,404
C03249,2023-03-10,North America,Mid-Market,Partner,662
C03250,2023-11-04,North America,SMB,Social,423
C03251,2023-02-15,North America,SMB,Paid Ads,685
C03252,2023-04-28,Asia Pacific,SMB,Organic Search,613
C03253,2023-01-24,North America,Startup,Organic Search,707
C03254,2023-12-18,Europe,Startup,Organic Search,379
C03255,2024-10-25,Middle East & Africa,Startup,Direct,67
C03256,2023-04-22,North America,Mid-Market,Partner,619
C03257,2024-11-24,Middle East & Africa,SMB,Partner,37
C03258,2023-06-18,North America,SMB,Paid Ads,562
C03259,2023-09-07,Asia Pacific,Mid-Market,Referral,481
C03260,2024-06-12,Middle East & Africa,SMB,Referral,202
C03261,2023-06-28,North America,SMB,Referral,552
C03262,2024-07-19,Middle East & Africa,Mid-Market,Partner,165
C03263,2023-06-13,North America,SMB,Paid Ads,567
C03264,2023-12-05,North America,SMB,Paid Ads,392
C03265,2024-07-27,North America,SMB,Paid Ads,157
C03266,2024-03-12,Europe,Startup,Referral,294
C03267,2024-04-18,Europe,Startup,Partner,257
C03268,2023-08-26,North America,SMB,Referral,493
C03269,2024-02-19,Europe,Enterprise,Partner,316
C03270,2024-10-06,Europe,Startup,Referral,86
C03271,2023-07-08,North America,Enterprise,Organic Search,542
C03272,2023-07-10,Asia Pacific,Startup,Referral,540
C03273,2024-10-17,Europe,Mid-Market,Paid Ads,75
C03274,2024-11-04,North America,Mid-Market,Partner,57
C03275,2024-03-18,Asia Pacific,SMB,Paid Ads,288
C03276,2024-02-10,Asia Pacific,Mid-Market,Referral,325
C03277,2023-01-30,Asia Pacific,Mid-Market,Paid Ads,701
C03278,2024-09-20,Latin America,SMB,Social,102
C03279,2023-07-22,North America,SMB,Direct,528
C03280,2024-04-05,North America,Mid-Market,Direct,270
C03281,2024-08-29,Latin America,Startup,Organic Search,124
C03282,2024-03-15,Asia Pacific,SMB,Paid Ads,291
C03283,2024-02-03,Latin America,SMB,Referral,332
C03284,2023-01-05,Europe,Mid-Market,Social,726
C03285,2023-08-08,North America,Mid-Market,Direct,511
C03286,2023-07-30,Europe,SMB,Referral,520
C03287,2023-10-13,North America,SMB,Direct,445
C03288,2023-03-06,Europe,Startup,Direct,666
C03289,2024-08-14,Asia Pacific,SMB,Paid Ads,139
C03290,2023-04-15,North America,Startup,Organic Search,626
C03291,2024-07-03,North America,Mid-Market,Organic Search,181
C03292,2023-07-11,North America,Mid-Market,Organic Search,539
C03293,2024-01-10,North America,SMB,Partner,356
C03294,2023-11-30,Europe,SMB,Referral,397
C03295,2023-07-21,North America,Startup,Organic Search,529
C03296,2024-04-13,Asia Pacific,Startup,Direct,262
C03297,2023-04-27,North America,SMB,Partner,614
C03298,2023-09-26,North America,Enterprise,Partner,462
C03299,2024-11-17,Asia Pacific,SMB,Partner,44
C03300,2024-05-16,Asia Pacific,Enterprise,Organic Search,229
C03301,2024-06-24,North America,SMB,Organic Search,190
C03302,2024-10-16,Europe,Startup,Paid Ads,76
C03303,2023-11-17,Latin America,SMB,Organic Search,410
C03304,2024-09-03,North America,SMB,Direct,119
C03305,2024-02-02,North America,Mid-Market,Paid Ads,333
C03306,2024-09-17,Middle East & Africa,SMB,Organic Search,105
C03307,2024-02-06,North America,SMB,Organic Search,329
C03308,2024-08-24,Latin America,Mid-Market,Referral,129
C03309,2023-04-27,Europe,SMB,Paid Ads,614
C03310,2023-12-23,Middle East & Africa,Enterprise,Direct,374
C03311,2023-12-27,Asia Pacific,SMB,Organic Search,370
C03312,2024-04-13,North America,SMB,Organic Search,262
C03313,2024-09-24,Europe,Mid-Market,Direct,98
C03314,2023-06-26,Asia Pacific,Startup,Organic Search,554
C03315,2024-11-20,North America,Mid-Market,Organic Search,41
C03316,2023-11-01,North America,SMB,Organic Search,426
C03317,2024-09-21,Europe,SMB,Paid Ads,101
C03318,2024-08-27,Asia Pacific,SMB,Organic Search,126
C03319,2023-03-28,North America,SMB,Partner,644
C03320,2024-11-19,Asia Pacific,Mid-Market,Organic Search,42
C03321,2023-05-18,Europe,Mid-Market,Paid Ads,593
C03322,2023-11-17,Europe,Mid-Market,Referral,410
C03323,2023-05-01,Asia Pacific,SMB,Partner,610
C03324,2023-09-02,North America,SMB,Social,486
C03325,2023-11-09,Middle East & Africa,SMB,Paid Ads,418
C03326,2023-04-30,North America,Mid-Market,Direct,611
C03327,2023-07-07,Middle East & Africa,Mid-Market,Paid Ads,543
C03328,2024-01-18,Europe,SMB,Direct,348
C03329,2023-05-25,Latin America,Mid-Market,Paid Ads,586
C03330,2024-06-07,North America,SMB,Direct,207
C03331,2024-02-02,Europe,SMB,Paid Ads,333
C03332,2024-03-04,Asia Pacific,SMB,Direct,302
C03333,2024-09-02,Latin America,Startup,Paid Ads,120
C03334,2023-05-22,North America,SMB,Paid Ads,589
C03335,2024-08-11,North America,Mid-Market,Paid Ads,142
C03336,2024-01-28,Latin America,SMB,Referral,338
C03337,2024-03-09,Asia Pacific,Enterprise,Direct,297
C03338,2023-07-10,Asia Pacific,Startup,Paid Ads,540
C03339,2024-05-13,Europe,SMB,Organic Search,232
C03340,2024-10-12,North America,SMB,Organic Search,80
C03341,2024-07-04,North America,SMB,Direct,180
C03342,2024-10-22,North America,Mid-Market,Organic Search,70
C03343,2023-06-27,Latin America,Startup,Referral,553
C03344,2024-07-22,Asia Pacific,SMB,Social,162
C03345,2023-06-20,Latin America,Startup,Referral,560
C03346,2024-05-16,North America,Startup,Organic Search,229
C03347,2023-10-23,Europe,SMB,Social,435
C03348,2023-05-24,North America,SMB,Referral,587
C03349,2023-07-11,Asia Pacific,Mid-Market,Organic Search,539
C03350,2023-11-19,North America,Enterprise,Social,408
C03351,2024-04-06,Asia Pacific,Mid-Market,Direct,269
C03352,2024-09-26,Europe,Mid-Market,Paid Ads,96
C03353,2023-02-24,Europe,Enterprise,Referral,676
C03354,2024-01-03,North America,SMB,Organic Search,363
C03355,2023-01-10,Europe,SMB,Organic Search,721
C03356,2024-05-11,Asia Pacific,Mid-Market,Partner,234
C03357,2023-05-20,Europe,Startup,Social,591
C03358,2023-07-19,Asia Pacific,Mid-Market,Paid Ads,531
C03359,2024-01-29,Middle East & Africa,SMB,Organic Search,337
C03360,2024-07-29,Europe,SMB,Social,155
C03361,2024-06-01,Europe,Mid-Market,Referral,213
C03362,2024-10-30,Europe,SMB,Referral,62
C03363,2024-05-21,Asia Pacific,SMB,Partner,224
C03364,2024-02-23,North America,SMB,Organic Search,312
C03365,2024-05-18,North America,Enterprise,Direct,227
C03366,2024-03-01,North America,Mid-Market,Partner,305
C03367,2024-03-30,North America,SMB,Social,276
C03368,2024-05-15,Europe,Startup,Paid Ads,230
C03369,2023-06-21,Asia Pacific,SMB,Organic Search,559
C03370,2023-03-26,Europe,SMB,Organic Search,646
C03371,2024-08-01,North America,SMB,Partner,152
C03372,2023-02-01,Europe,SMB,Organic Search,699
C03373,2023-08-14,North America,Mid-Market,Organic Search,505
C03374,2023-10-27,Asia Pacific,SMB,Organic Search,431
C03375,2023-02-03,Latin America,Mid-Market,Organic Search,697
C03376,2023-10-09,Asia Pacific,Mid-Market,Direct,449
C03377,2023-08-19,Europe,Mid-Market,Social,500
C03378,2024-07-04,North America,Mid-Market,Paid Ads,180
C03379,2023-10-23,North America,SMB,Organic Search,435
C03380,2023-06-22,Europe,Mid-Market,Referral,558
C03381,2024-04-13,North America,Mid-Market,Social,262
C03382,2024-08-02,North America,Mid-Market,Partner,151
C03383,2024-05-22,Asia Pacific,Mid-Market,Direct,223
C03384,2024-07-16,North America,Startup,Organic Search,168
C03385,2024-06-07,North America,SMB,Partner,207
C03386,2023-04-26,Europe,SMB,Organic Search,615
C03387,2024-08-09,Latin America,Enterprise,Referral,144
C03388,2023-04-27,Europe,Mid-Market,Paid Ads,614
C03389,2023-10-02,Latin America,SMB,Paid Ads,456
C03390,2024-07-10,North America,Mid-Market,Paid Ads,174
C03391,2024-01-11,Europe,SMB,Paid Ads,355
C03392,2024-07-09,North America,SMB,Organic Search,175
C03393,2023-02-12,Asia Pacific,SMB,Referral,688
C03394,2024-03-27,Asia Pacific,Mid-Market,Paid Ads,279
C03395,2024-07-13,North America,SMB,Referral,171
C03396,2023-08-12,Europe,Enterprise,Direct,507
C03397,2024-03-11,North America,SMB,Referral,295
C03398,2023-04-15,North America,SMB,Direct,626
C03399,2024-10-31,North America,Startup,Partner,61
C03400,2023-09-11,Asia Pacific,SMB,Organic Search,477
C03401,2023-11-01,Europe,SMB,Paid Ads,426
C03402,2023-02-03,North America,SMB,Organic Search,697
C03403,2024-04-05,Asia Pacific,SMB,Organic Search,270
C03404,2023-09-27,Europe,Startup,Paid Ads,461
C03405,2023-12-23,North America,Mid-Market,Direct,374
C03406,2023-03-31,Asia Pacific,Mid-Market,Paid Ads,641
C03407,2024-03-25,Europe,SMB,Referral,281
C03408,2023-05-01,Asia Pacific,Startup,Organic Search,610
C03409,2023-08-31,North America,Mid-Market,Partner,488
C03410,2023-08-03,Asia Pacific,SMB,Organic Search,516
C03411,2024-08-25,Europe,SMB,Direct,128
C03412,2023-12-26,Europe,Enterprise,Referral,371
C03413,2024-09-16,Asia Pacific,SMB,Direct,106
C03414,2024-10-09,North America,Mid-Market,Organic Search,83
C03415,2024-03-14,Europe,SMB,Organic Search,292
C03416,2023-06-19,Middle East & Africa,SMB,Partner,561
C03417,2024-09-22,Middle East & Africa,SMB,Referral,100
C03418,2023-05-23,North America,SMB,Paid Ads,588
C03419,2023-07-31,Middle East & Africa,SMB,Referral,519
C03420,2023-07-31,Europe,Startup,Organic Search,519
C03421,2023-03-02,Asia Pacific,Mid-Market,Referral,670
C03422,2024-08-06,Middle East & Africa,Enterprise,Organic Search,147
C03423,2023-12-26,Europe,SMB,Paid Ads,371
C03424,2024-06-29,Europe,SMB,Paid Ads,185
C03425,2023-10-15,Middle East & Africa,SMB,Social,443
C03426,2024-09-03,Europe,Mid-Market,Direct,119
C03427,2024-07-05,North America,SMB,Paid Ads,179
C03428,2023-06-22,North America,Startup,Direct,558
C03429,2023-11-28,North America,SMB,Paid Ads,399
C03430,2023-10-27,North America,Mid-Market,Organic Search,431
C03431,2023-10-24,Europe,SMB,Paid Ads,434
C03432,2024-08-09,Asia Pacific,Mid-Market,Social,144
C03433,2023-10-01,Latin America,SMB,Organic Search,457
C03434,2024-06-10,Latin America,Startup,Direct,204
C03435,2024-11-26,North America,Startup,Organic Search,35
C03436,2023-04-08,Asia Pacific,Startup,Organic Search,633
C03437,2023-05-19,Latin America,SMB,Social,592
C03438,2024-02-26,North America,Startup,Organic Search,309
C03439,2023-03-02,Asia Pacific,Mid-Market,Paid Ads,670
C03440,2023-10-11,North America,Mid-Market,Organic Search,447
C03441,2024-11-02,Europe,SMB,Social,59
C03442,2023-05-10,North America,SMB,Organic Search,601
C03443,2023-05-16,Europe,SMB,Paid Ads,595
C03444,2023-09-13,Latin America,Mid-Market,Referral,475
C03445,2023-05-30,North America,Mid-Market,Organic Search,581
C03446,2023-11-26,Asia Pacific,SMB,Paid Ads,401
C03447,2023-09-11,North America,Startup,Organic Search,477
C03448,2024-11-23,Europe,SMB,Partner,38
C03449,2024-02-07,Latin America,SMB,Paid Ads,328
C03450,2024-05-16,Latin America,Mid-Market,Paid Ads,229
C03451,2023-05-26,Europe,Mid-Market,Organic Search,585
C03452,2024-08-14,Asia Pacific,SMB,Organic Search,139
C03453,2024-10-09,Asia Pacific,SMB,Organic Search,83
C03454,2023-10-03,Europe,Startup,Direct,455
C03455,2024-10-04,Middle East & Africa,Startup,Organic Search,88
C03456,2024-02-29,North America,Enterprise,Paid Ads,306
C03457,2024-01-20,Europe,Mid-Market,Paid Ads,346
C03458,2024-04-07,Latin America,Mid-Market,Paid Ads,268
C03459,2023-03-19,Middle East & Africa,Mid-Market,Organic Search,653
C03460,2024-10-10,Europe,Enterprise,Partner,82
C03461,2023-04-06,Asia Pacific,Mid-Market,Organic Search,635
C03462,2024-02-17,Latin America,Startup,Organic Search,318
C03463,2024-06-11,North America,Startup,Direct,203
C03464,2023-10-12,Latin America,Startup,Referral,446
C03465,2024-01-13,Europe,Mid-Market,Organic Search,353
C03466,2024-04-10,Asia Pacific,Mid-Market,Referral,265
C03467,2024-05-14,Europe,Mid-Market,Organic Search,231
C03468,2023-12-02,North America,SMB,Organic Search,395
C03469,2024-08-18,Middle East & Africa,SMB,Organic Search,135
C03470,2023-01-03,Europe,Mid-Market,Organic Search,728
C03471,2023-04-06,Asia Pacific,Enterprise,Organic Search,635
C03472,2024-04-14,North America,Startup,Direct,261
C03473,2024-10-12,Asia Pacific,SMB,Paid Ads,80
C03474,2024-11-11,Europe,SMB,Paid Ads,50
C03475,2024-01-02,Europe,SMB,Partner,364
C03476,2023-03-06,Latin America,SMB,Direct,666
C03477,2024-07-01,North America,Enterprise,Organic Search,183
C03478,2024-02-12,North America,Mid-Market,Paid Ads,323
C03479,2023-08-12,Latin America,SMB,Organic Search,507
C03480,2024-03-15,Europe,Mid-Market,Paid Ads,291
C03481,2023-08-05,Asia Pacific,Enterprise,Direct,514
C03482,2024-05-21,Middle East & Africa,SMB,Partner,224
C03483,2023-10-02,North America,Mid-Market,Paid Ads,456
C03484,2023-11-27,Middle East & Africa,Mid-Market,Social,400
C03485,2023-10-18,Latin America,Startup,Direct,440
C03486,2023-12-12,Europe,SMB,Paid Ads,385
C03487,2024-07-14,North America,Mid-Market,Paid Ads,170
C03488,2024-08-14,Europe,Startup,Direct,139
C03489,2023-05-14,North America,SMB,Paid Ads,597
C03490,2024-08-02,North America,Enterprise,Referral,151
C03491,2024-05-11,Europe,Startup,Direct,234
C03492,2023-12-18,North America,Mid-Market,Paid Ads,379
C03493,2024-11-29,North America,SMB,Paid Ads,32
C03494,2023-02-19,North America,SMB,Referral,681
C03495,2023-02-17,Asia Pacific,SMB,Organic Search,683
C03496,2023-04-12,Latin America,SMB,Social,629
C03497,2024-10-03,Europe,SMB,Organic Search,89
C03498,2024-04-15,North America,SMB,Organic Search,260
C03499,2023-01-17,Europe,SMB,Referral,714
C03500,2023-05-08,Europe,SMB,Organic Search,603
C03501,2023-06-11,North America,SMB,Partner,569
C03502,2024-03-27,North America,Enterprise,Paid Ads,279
C03503,2024-04-12,Europe,Mid-Market,Partner,263
C03504,2023-01-01,North America,SMB,Referral,730
C03505,2024-03-14,North America,SMB,Referral,292
C03506,2023-07-27,Europe,Mid-Market,Referral,523
C03507,2023-05-16,Asia Pacific,Mid-Market,Referral,595
C03508,2024-10-27,Asia Pacific,Startup,Paid Ads,65
C03509,2023-11-06,Europe,Enterprise,Referral,421
C03510,2023-06-12,North America,Startup,Organic Search,568
C03511,2023-10-08,Asia Pacific,Enterprise,Social,450
C03512,2023-04-06,North America,Mid-Market,Paid Ads,635
C03513,2024-11-01,North America,SMB,Referral,60
C03514,2024-01-05,Europe,SMB,Referral,361
C03515,2023-09-14,Asia Pacific,Enterprise,Direct,474
C03516,2023-03-26,Europe,Startup,Direct,646
C03517,2024-01-16,North America,SMB,Paid Ads,350
C03518,2024-11-11,Europe,Mid-Market,Referral,50
C03519,2024-10-26,Asia Pacific,Mid-Market,Organic Search,66
C03520,2023-06-19,Latin America,SMB,Social,561
C03521,2023-02-23,North America,Startup,Organic Search,677
C03522,2024-02-10,North America,SMB,Partner,325
C03523,2024-10-02,Latin America,SMB,Social,90
C03524,2023-11-09,Europe,Mid-Market,Direct,418
C03525,2023-08-28,North America,SMB,Direct,491
C03526,2024-03-15,Latin America,Startup,Direct,291
C03527,2024-11-02,North America,Enterprise,Paid Ads,59
C03528,2023-04-04,Middle East & Africa,Mid-Market,Referral,637
C03529,2023-04-08,Europe,SMB,Organic Search,633
C03530,2023-01-02,Latin America,Enterprise,Organic Search,729
C03531,2023-08-07,Asia Pacific,Mid-Market,Paid Ads,512
C03532,2024-05-03,North America,Startup,Partner,242
C03533,2023-03-21,Europe,Mid-Market,Organic Search,651
C03534,2023-05-16,Europe,SMB,Organic Search,595
C03535,2024-08-30,Asia Pacific,Startup,Paid Ads,123
C03536,2023-08-20,North America,Mid-Market,Direct,499
C03537,2024-06-15,Asia Pacific,Startup,Referral,199
C03538,2024-11-27,Asia Pacific,SMB,Paid Ads,34
C03539,2024-03-31,North America,Mid-Market,Social,275
C03540,2023-01-10,Latin America,SMB,Organic Search,721
C03541,2023-01-09,North America,SMB,Referral,722
C03542,2023-12-18,Latin America,Startup,Referral,379
C03543,2023-05-04,Latin America,Mid-Market,Organic Search,607
C03544,2024-03-08,Europe,Mid-Market,Partner,298
C03545,2023-05-16,North America,SMB,Paid Ads,595
C03546,2024-05-04,Middle East & Africa,SMB,Partner,241
C03547,2023-03-14,Asia Pacific,SMB,Referral,658
C03548,2023-08-23,Latin America,Mid-Market,Social,496
C03549,2024-01-28,North America,SMB,Direct,338
C03550,2023-04-02,Latin America,Startup,Referral,639
C03551,2023-04-15,Middle East & Africa,Enterprise,Direct,626
C03552,2023-04-16,Europe,SMB,Social,625
C03553,2023-11-17,Europe,Mid-Market,Paid Ads,410
C03554,2024-01-12,Europe,Mid-Market,Organic Search,354
C03555,2023-11-03,Latin America,SMB,Referral,424
C03556,2023-05-21,North America,SMB,Organic Search,590
C03557,2024-01-27,Asia Pacific,SMB,Direct,339
C03558,2023-05-17,North America,SMB,Organic Search,594
C03559,2024-10-18,North America,Enterprise,Direct,74
C03560,2024-11-24,Europe,SMB,Organic Search,37
C03561,2023-05-27,Europe,Startup,Organic Search,584
C03562,2023-03-12,Asia Pacific,SMB,Organic Search,660
C03563,2024-06-27,Europe,SMB,Partner,187
C03564,2024-07-30,North America,Mid-Market,Organic Search,154
C03565,2023-01-09,Middle East & Africa,SMB,Direct,722
C03566,2024-09-16,Asia Pacific,Startup,Paid Ads,106
C03567,2024-10-27,Asia Pacific,SMB,Organic Search,65
C03568,2023-06-18,Europe,SMB,Social,562
C03569,2024-03-26,North America,Mid-Market,Referral,280
C03570,2023-12-26,Europe,Mid-Market,Organic Search,371
C03571,2023-08-07,Europe,SMB,Social,512
C03572,2024-10-05,Asia Pacific,Startup,Organic Search,87
C03573,2023-06-05,North America,SMB,Organic Search,575
C03574,2024-02-26,North America,Mid-Market,Organic Search,309
C03575,2024-09-22,Europe,Startup,Referral,100
C03576,2024-03-29,North America,SMB,Paid Ads,277
